주상병코드,주상병명,진료년도,시도,시군구,연령,진료인원(명)
F51,비기질성수면장애,2016년,전라북도,완주군,30대,29
F51,비기질성수면장애,2016년,전라북도,완주군,40대,66
F51,비기질성수면장애,2016년,전라북도,완주군,50대,102
F51,비기질성수면장애,2016년,전라북도,완주군,60대,104
F51,비기질성수면장애,2016년,전라북도,완주군,70대,121
F51,비기질성수면장애,2016년,전라북도,완주군,80대 이상,75
F51,비기질성수면장애,2016년,전라북도,진안군,10대,
F51,비기질성수면장애,2016년,전라북도,진안군,20대,6
F51,비기질성수면장애,2016년,전라북도,진안군,30대,11
F51,비기질성수면장애,2016년,전라북도,진안군,40대,12
F51,비기질성수면장애,2016년,전라북도,진안군,50대,32
F51,비기질성수면장애,2016년,전라북도,진안군,60대,53
F51,비기질성수면장애,2016년,전라북도,진안군,70대,54
F51,비기질성수면장애,2016년,전라북도,진안군,80대 이상,42
F51,비기질성수면장애,2016년,전라북도,무주군,10대,
F51,비기질성수면장애,2016년,전라북도,무주군,20대,
F51,비기질성수면장애,2016년,전라북도,무주군,30대,8
F51,비기질성수면장애,2016년,전라북도,무주군,40대,15
F51,비기질성수면장애,2016년,전라북도,무주군,50대,16
F51,비기질성수면장애,2016년,전라북도,무주군,60대,18
F51,비기질성수면장애,2016년,전라북도,무주군,70대,25
F51,비기질성수면장애,2016년,전라북도,무주군,80대 이상,19
F51,비기질성수면장애,2016년,전라북도,장수군,10대 미만,
F51,비기질성수면장애,2016년,전라북도,장수군,10대,
F51,비기질성수면장애,2016년,전라북도,장수군,20대,6
F51,비기질성수면장애,2016년,전라북도,장수군,30대,9
F51,비기질성수면장애,2016년,전라북도,장수군,40대,14
F51,비기질성수면장애,2016년,전라북도,장수군,50대,28
F51,비기질성수면장애,2016년,전라북도,장수군,60대,42
F51,비기질성수면장애,2016년,전라북도,장수군,70대,38
F51,비기질성수면장애,2016년,전라북도,장수군,80대 이상,32
F51,비기질성수면장애,2016년,전라북도,임실군,10대 미만,
F51,비기질성수면장애,2016년,전라북도,임실군,20대,
F51,비기질성수면장애,2016년,전라북도,임실군,30대,12
F51,비기질성수면장애,2016년,전라북도,임실군,40대,20
F51,비기질성수면장애,2016년,전라북도,임실군,50대,35
F51,비기질성수면장애,2016년,전라북도,임실군,60대,43
F51,비기질성수면장애,2016년,전라북도,임실군,70대,69
F51,비기질성수면장애,2016년,전라북도,임실군,80대 이상,44
F51,비기질성수면장애,2016년,전라북도,순창군,10대,
F51,비기질성수면장애,2016년,전라북도,순창군,20대,
F51,비기질성수면장애,2016년,전라북도,순창군,30대,
F51,비기질성수면장애,2016년,전라북도,순창군,40대,10
F51,비기질성수면장애,2016년,전라북도,순창군,50대,24
F51,비기질성수면장애,2016년,전라북도,순창군,60대,34
F51,비기질성수면장애,2016년,전라북도,순창군,70대,87
F51,비기질성수면장애,2016년,전라북도,순창군,80대 이상,31
F51,비기질성수면장애,2016년,전라북도,고창군,10대,
F51,비기질성수면장애,2016년,전라북도,고창군,20대,10
F51,비기질성수면장애,2016년,전라북도,고창군,30대,16
F51,비기질성수면장애,2016년,전라북도,고창군,40대,41
F51,비기질성수면장애,2016년,전라북도,고창군,50대,72
F51,비기질성수면장애,2016년,전라북도,고창군,60대,92
F51,비기질성수면장애,2016년,전라북도,고창군,70대,99
F51,비기질성수면장애,2016년,전라북도,고창군,80대 이상,58
F51,비기질성수면장애,2016년,전라북도,부안군,10대,
F51,비기질성수면장애,2016년,전라북도,부안군,20대,12
F51,비기질성수면장애,2016년,전라북도,부안군,30대,19
F51,비기질성수면장애,2016년,전라북도,부안군,40대,21
F51,비기질성수면장애,2016년,전라북도,부안군,50대,39
F51,비기질성수면장애,2016년,전라북도,부안군,60대,64
F51,비기질성수면장애,2016년,전라북도,부안군,70대,54
F51,비기질성수면장애,2016년,전라북도,부안군,80대 이상,29
F51,비기질성수면장애,2016년,전라남도,목포시,10대 미만,
F51,비기질성수면장애,2016년,전라남도,목포시,10대,15
F51,비기질성수면장애,2016년,전라남도,목포시,20대,142
F51,비기질성수면장애,2016년,전라남도,목포시,30대,249
F51,비기질성수면장애,2016년,전라남도,목포시,40대,325
F51,비기질성수면장애,2016년,전라남도,목포시,50대,462
F51,비기질성수면장애,2016년,전라남도,목포시,60대,381
F51,비기질성수면장애,2016년,전라남도,목포시,70대,308
F51,비기질성수면장애,2016년,전라남도,목포시,80대 이상,135
F51,비기질성수면장애,2016년,전라남도,여수시,10대 미만,
F51,비기질성수면장애,2016년,전라남도,여수시,10대,14
F51,비기질성수면장애,2016년,전라남도,여수시,20대,121
F51,비기질성수면장애,2016년,전라남도,여수시,30대,231
F51,비기질성수면장애,2016년,전라남도,여수시,40대,241
F51,비기질성수면장애,2016년,전라남도,여수시,50대,501
F51,비기질성수면장애,2016년,전라남도,여수시,60대,546
F51,비기질성수면장애,2016년,전라남도,여수시,70대,438
F51,비기질성수면장애,2016년,전라남도,여수시,80대 이상,180
F51,비기질성수면장애,2016년,전라남도,순천시,10대 미만,
F51,비기질성수면장애,2016년,전라남도,순천시,10대,7
F51,비기질성수면장애,2016년,전라남도,순천시,20대,83
F51,비기질성수면장애,2016년,전라남도,순천시,30대,129
F51,비기질성수면장애,2016년,전라남도,순천시,40대,194
F51,비기질성수면장애,2016년,전라남도,순천시,50대,284
F51,비기질성수면장애,2016년,전라남도,순천시,60대,244
F51,비기질성수면장애,2016년,전라남도,순천시,70대,201
F51,비기질성수면장애,2016년,전라남도,순천시,80대 이상,107
F51,비기질성수면장애,2016년,전라남도,나주시,10대,
F51,비기질성수면장애,2016년,전라남도,나주시,20대,41
F51,비기질성수면장애,2016년,전라남도,나주시,30대,50
F51,비기질성수면장애,2016년,전라남도,나주시,40대,53
F51,비기질성수면장애,2016년,전라남도,나주시,50대,107
F51,비기질성수면장애,2016년,전라남도,나주시,60대,128
F51,비기질성수면장애,2016년,전라남도,나주시,70대,106
F51,비기질성수면장애,2016년,전라남도,나주시,80대 이상,61
F51,비기질성수면장애,2016년,전라남도,광양시,10대 미만,
F51,비기질성수면장애,2016년,전라남도,광양시,10대,5
F51,비기질성수면장애,2016년,전라남도,광양시,20대,26
F51,비기질성수면장애,2016년,전라남도,광양시,30대,74
F51,비기질성수면장애,2016년,전라남도,광양시,40대,86
F51,비기질성수면장애,2016년,전라남도,광양시,50대,134
F51,비기질성수면장애,2016년,전라남도,광양시,60대,135
F51,비기질성수면장애,2016년,전라남도,광양시,70대,87
F51,비기질성수면장애,2016년,전라남도,광양시,80대 이상,50
F51,비기질성수면장애,2016년,전라남도,담양군,10대 미만,
F51,비기질성수면장애,2016년,전라남도,담양군,10대,
F51,비기질성수면장애,2016년,전라남도,담양군,20대,11
F51,비기질성수면장애,2016년,전라남도,담양군,30대,17
F51,비기질성수면장애,2016년,전라남도,담양군,40대,29
F51,비기질성수면장애,2016년,전라남도,담양군,50대,51
F51,비기질성수면장애,2016년,전라남도,담양군,60대,59
F51,비기질성수면장애,2016년,전라남도,담양군,70대,54
F51,비기질성수면장애,2016년,전라남도,담양군,80대 이상,30
F51,비기질성수면장애,2016년,전라남도,곡성군,10대 미만,
F51,비기질성수면장애,2016년,전라남도,곡성군,10대,
F51,비기질성수면장애,2016년,전라남도,곡성군,20대,
F51,비기질성수면장애,2016년,전라남도,곡성군,30대,7
F51,비기질성수면장애,2016년,전라남도,곡성군,40대,22
F51,비기질성수면장애,2016년,전라남도,곡성군,50대,43
F51,비기질성수면장애,2016년,전라남도,곡성군,60대,39
F51,비기질성수면장애,2016년,전라남도,곡성군,70대,44
F51,비기질성수면장애,2016년,전라남도,곡성군,80대 이상,37
F51,비기질성수면장애,2016년,전라남도,구례군,10대,
F51,비기질성수면장애,2016년,전라남도,구례군,20대,7
F51,비기질성수면장애,2016년,전라남도,구례군,30대,9
F51,비기질성수면장애,2016년,전라남도,구례군,40대,16
F51,비기질성수면장애,2016년,전라남도,구례군,50대,29
F51,비기질성수면장애,2016년,전라남도,구례군,60대,41
F51,비기질성수면장애,2016년,전라남도,구례군,70대,72
F51,비기질성수면장애,2016년,전라남도,구례군,80대 이상,33
F51,비기질성수면장애,2016년,전라남도,고흥군,10대,
F51,비기질성수면장애,2016년,전라남도,고흥군,20대,14
F51,비기질성수면장애,2016년,전라남도,고흥군,30대,15
F51,비기질성수면장애,2016년,전라남도,고흥군,40대,32
F51,비기질성수면장애,2016년,전라남도,고흥군,50대,62
F51,비기질성수면장애,2016년,전라남도,고흥군,60대,102
F51,비기질성수면장애,2016년,전라남도,고흥군,70대,162
F51,비기질성수면장애,2016년,전라남도,고흥군,80대 이상,88
F51,비기질성수면장애,2016년,전라남도,보성군,10대,
F51,비기질성수면장애,2016년,전라남도,보성군,20대,15
F51,비기질성수면장애,2016년,전라남도,보성군,30대,24
F51,비기질성수면장애,2016년,전라남도,보성군,40대,19
F51,비기질성수면장애,2016년,전라남도,보성군,50대,50
F51,비기질성수면장애,2016년,전라남도,보성군,60대,69
F51,비기질성수면장애,2016년,전라남도,보성군,70대,109
F51,비기질성수면장애,2016년,전라남도,보성군,80대 이상,58
F51,비기질성수면장애,2016년,전라남도,화순군,10대 미만,
F51,비기질성수면장애,2016년,전라남도,화순군,10대,
F51,비기질성수면장애,2016년,전라남도,화순군,20대,10
F51,비기질성수면장애,2016년,전라남도,화순군,30대,26
F51,비기질성수면장애,2016년,전라남도,화순군,40대,39
F51,비기질성수면장애,2016년,전라남도,화순군,50대,64
F51,비기질성수면장애,2016년,전라남도,화순군,60대,82
F51,비기질성수면장애,2016년,전라남도,화순군,70대,91
F51,비기질성수면장애,2016년,전라남도,화순군,80대 이상,42
F51,비기질성수면장애,2016년,전라남도,장흥군,10대,
F51,비기질성수면장애,2016년,전라남도,장흥군,20대,9
F51,비기질성수면장애,2016년,전라남도,장흥군,30대,15
F51,비기질성수면장애,2016년,전라남도,장흥군,40대,25
F51,비기질성수면장애,2016년,전라남도,장흥군,50대,66
F51,비기질성수면장애,2016년,전라남도,장흥군,60대,49
F51,비기질성수면장애,2016년,전라남도,장흥군,70대,84
F51,비기질성수면장애,2016년,전라남도,장흥군,80대 이상,55
F51,비기질성수면장애,2016년,전라남도,강진군,20대,8
F51,비기질성수면장애,2016년,전라남도,강진군,30대,15
F51,비기질성수면장애,2016년,전라남도,강진군,40대,11
F51,비기질성수면장애,2016년,전라남도,강진군,50대,52
F51,비기질성수면장애,2016년,전라남도,강진군,60대,70
F51,비기질성수면장애,2016년,전라남도,강진군,70대,79
F51,비기질성수면장애,2016년,전라남도,강진군,80대 이상,46
F51,비기질성수면장애,2016년,전라남도,해남군,10대 미만,
F51,비기질성수면장애,2016년,전라남도,해남군,10대,
F51,비기질성수면장애,2016년,전라남도,해남군,20대,13
F51,비기질성수면장애,2016년,전라남도,해남군,30대,26
F51,비기질성수면장애,2016년,전라남도,해남군,40대,30
F51,비기질성수면장애,2016년,전라남도,해남군,50대,76
F51,비기질성수면장애,2016년,전라남도,해남군,60대,108
F51,비기질성수면장애,2016년,전라남도,해남군,70대,125
F51,비기질성수면장애,2016년,전라남도,해남군,80대 이상,66
F51,비기질성수면장애,2016년,전라남도,영암군,10대,
F51,비기질성수면장애,2016년,전라남도,영암군,20대,25
F51,비기질성수면장애,2016년,전라남도,영암군,30대,33
F51,비기질성수면장애,2016년,전라남도,영암군,40대,58
F51,비기질성수면장애,2016년,전라남도,영암군,50대,87
F51,비기질성수면장애,2016년,전라남도,영암군,60대,89
F51,비기질성수면장애,2016년,전라남도,영암군,70대,92
F51,비기질성수면장애,2016년,전라남도,영암군,80대 이상,60
F51,비기질성수면장애,2016년,전라남도,무안군,10대,
F51,비기질성수면장애,2016년,전라남도,무안군,20대,22
F51,비기질성수면장애,2016년,전라남도,무안군,30대,54
F51,비기질성수면장애,2016년,전라남도,무안군,40대,84
F51,비기질성수면장애,2016년,전라남도,무안군,50대,131
F51,비기질성수면장애,2016년,전라남도,무안군,60대,139
F51,비기질성수면장애,2016년,전라남도,무안군,70대,154
F51,비기질성수면장애,2016년,전라남도,무안군,80대 이상,78
F51,비기질성수면장애,2016년,전라남도,함평군,10대 미만,
F51,비기질성수면장애,2016년,전라남도,함평군,20대,5
F51,비기질성수면장애,2016년,전라남도,함평군,30대,14
F51,비기질성수면장애,2016년,전라남도,함평군,40대,20
F51,비기질성수면장애,2016년,전라남도,함평군,50대,40
F51,비기질성수면장애,2016년,전라남도,함평군,60대,64
F51,비기질성수면장애,2016년,전라남도,함평군,70대,87
F51,비기질성수면장애,2016년,전라남도,함평군,80대 이상,44
F51,비기질성수면장애,2016년,전라남도,영광군,10대 미만,
F51,비기질성수면장애,2016년,전라남도,영광군,10대,5
F51,비기질성수면장애,2016년,전라남도,영광군,20대,9
F51,비기질성수면장애,2016년,전라남도,영광군,30대,22
F51,비기질성수면장애,2016년,전라남도,영광군,40대,17
F51,비기질성수면장애,2016년,전라남도,영광군,50대,50
F51,비기질성수면장애,2016년,전라남도,영광군,60대,64
F51,비기질성수면장애,2016년,전라남도,영광군,70대,79
F51,비기질성수면장애,2016년,전라남도,영광군,80대 이상,28
F51,비기질성수면장애,2016년,전라남도,장성군,20대,14
F51,비기질성수면장애,2016년,전라남도,장성군,30대,11
F51,비기질성수면장애,2016년,전라남도,장성군,40대,22
F51,비기질성수면장애,2016년,전라남도,장성군,50대,47
F51,비기질성수면장애,2016년,전라남도,장성군,60대,61
F51,비기질성수면장애,2016년,전라남도,장성군,70대,47
F51,비기질성수면장애,2016년,전라남도,장성군,80대 이상,30
F51,비기질성수면장애,2016년,전라남도,완도군,10대 미만,
F51,비기질성수면장애,2016년,전라남도,완도군,10대,
F51,비기질성수면장애,2016년,전라남도,완도군,20대,14
F51,비기질성수면장애,2016년,전라남도,완도군,30대,28
F51,비기질성수면장애,2016년,전라남도,완도군,40대,36
F51,비기질성수면장애,2016년,전라남도,완도군,50대,57
F51,비기질성수면장애,2016년,전라남도,완도군,60대,75
F51,비기질성수면장애,2016년,전라남도,완도군,70대,100
F51,비기질성수면장애,2016년,전라남도,완도군,80대 이상,43
F51,비기질성수면장애,2016년,전라남도,진도군,10대,
F51,비기질성수면장애,2016년,전라남도,진도군,20대,11
F51,비기질성수면장애,2016년,전라남도,진도군,30대,11
F51,비기질성수면장애,2016년,전라남도,진도군,40대,19
F51,비기질성수면장애,2016년,전라남도,진도군,50대,47
F51,비기질성수면장애,2016년,전라남도,진도군,60대,71
F51,비기질성수면장애,2016년,전라남도,진도군,70대,76
F51,비기질성수면장애,2016년,전라남도,진도군,80대 이상,31
F51,비기질성수면장애,2016년,전라남도,신안군,10대,
F51,비기질성수면장애,2016년,전라남도,신안군,20대,24
F51,비기질성수면장애,2016년,전라남도,신안군,30대,22
F51,비기질성수면장애,2016년,전라남도,신안군,40대,39
F51,비기질성수면장애,2016년,전라남도,신안군,50대,78
F51,비기질성수면장애,2016년,전라남도,신안군,60대,100
F51,비기질성수면장애,2016년,전라남도,신안군,70대,138
F51,비기질성수면장애,2016년,전라남도,신안군,80대 이상,71
F51,비기질성수면장애,2016년,경상북도,포항시 남구,10대 미만,5
F51,비기질성수면장애,2016년,경상북도,포항시 남구,10대,6
F51,비기질성수면장애,2016년,경상북도,포항시 남구,20대,67
F51,비기질성수면장애,2016년,경상북도,포항시 남구,30대,166
F51,비기질성수면장애,2016년,경상북도,포항시 남구,40대,185
F51,비기질성수면장애,2016년,경상북도,포항시 남구,50대,289
F51,비기질성수면장애,2016년,경상북도,포항시 남구,60대,324
F51,비기질성수면장애,2016년,경상북도,포항시 남구,70대,248
F51,비기질성수면장애,2016년,경상북도,포항시 남구,80대 이상,87
F51,비기질성수면장애,2016년,경상북도,포항시 북구,10대 미만,8
F51,비기질성수면장애,2016년,경상북도,포항시 북구,10대,10
F51,비기질성수면장애,2016년,경상북도,포항시 북구,20대,73
F51,비기질성수면장애,2016년,경상북도,포항시 북구,30대,155
F51,비기질성수면장애,2016년,경상북도,포항시 북구,40대,216
F51,비기질성수면장애,2016년,경상북도,포항시 북구,50대,384
F51,비기질성수면장애,2016년,경상북도,포항시 북구,60대,440
F51,비기질성수면장애,2016년,경상북도,포항시 북구,70대,330
F51,비기질성수면장애,2016년,경상북도,포항시 북구,80대 이상,150
F51,비기질성수면장애,2016년,경상북도,경주시,10대 미만,
F51,비기질성수면장애,2016년,경상북도,경주시,10대,10
F51,비기질성수면장애,2016년,경상북도,경주시,20대,63
F51,비기질성수면장애,2016년,경상북도,경주시,30대,108
F51,비기질성수면장애,2016년,경상북도,경주시,40대,163
F51,비기질성수면장애,2016년,경상북도,경주시,50대,244
F51,비기질성수면장애,2016년,경상북도,경주시,60대,327
F51,비기질성수면장애,2016년,경상북도,경주시,70대,248
F51,비기질성수면장애,2016년,경상북도,경주시,80대 이상,116
F51,비기질성수면장애,2016년,경상북도,김천시,10대 미만,
F51,비기질성수면장애,2016년,경상북도,김천시,10대,
F51,비기질성수면장애,2016년,경상북도,김천시,20대,42
F51,비기질성수면장애,2016년,경상북도,김천시,30대,71
F51,비기질성수면장애,2016년,경상북도,김천시,40대,101
F51,비기질성수면장애,2016년,경상북도,김천시,50대,154
F51,비기질성수면장애,2016년,경상북도,김천시,60대,144
F51,비기질성수면장애,2016년,경상북도,김천시,70대,153
F51,비기질성수면장애,2016년,경상북도,김천시,80대 이상,92
F51,비기질성수면장애,2016년,경상북도,안동시,10대 미만,
F51,비기질성수면장애,2016년,경상북도,안동시,10대,
F51,비기질성수면장애,2016년,경상북도,안동시,20대,50
F51,비기질성수면장애,2016년,경상북도,안동시,30대,85
F51,비기질성수면장애,2016년,경상북도,안동시,40대,102
F51,비기질성수면장애,2016년,경상북도,안동시,50대,137
F51,비기질성수면장애,2016년,경상북도,안동시,60대,146
F51,비기질성수면장애,2016년,경상북도,안동시,70대,115
F51,비기질성수면장애,2016년,경상북도,안동시,80대 이상,73
F51,비기질성수면장애,2016년,경상북도,구미시,10대 미만,5
F51,비기질성수면장애,2016년,경상북도,구미시,10대,7
F51,비기질성수면장애,2016년,경상북도,구미시,20대,150
F51,비기질성수면장애,2016년,경상북도,구미시,30대,275
F51,비기질성수면장애,2016년,경상북도,구미시,40대,320
F51,비기질성수면장애,2016년,경상북도,구미시,50대,430
F51,비기질성수면장애,2016년,경상북도,구미시,60대,305
F51,비기질성수면장애,2016년,경상북도,구미시,70대,213
F51,비기질성수면장애,2016년,경상북도,구미시,80대 이상,125
F51,비기질성수면장애,2016년,경상북도,영주시,10대,5
F51,비기질성수면장애,2016년,경상북도,영주시,20대,30
F51,비기질성수면장애,2016년,경상북도,영주시,30대,54
F51,비기질성수면장애,2016년,경상북도,영주시,40대,102
F51,비기질성수면장애,2016년,경상북도,영주시,50대,185
F51,비기질성수면장애,2016년,경상북도,영주시,60대,181
F51,비기질성수면장애,2016년,경상북도,영주시,70대,191
F51,비기질성수면장애,2016년,경상북도,영주시,80대 이상,122
F51,비기질성수면장애,2016년,경상북도,영천시,10대,
F51,비기질성수면장애,2016년,경상북도,영천시,20대,23
F51,비기질성수면장애,2016년,경상북도,영천시,30대,46
F51,비기질성수면장애,2016년,경상북도,영천시,40대,60
F51,비기질성수면장애,2016년,경상북도,영천시,50대,132
F51,비기질성수면장애,2016년,경상북도,영천시,60대,132
F51,비기질성수면장애,2016년,경상북도,영천시,70대,155
F51,비기질성수면장애,2016년,경상북도,영천시,80대 이상,78
F51,비기질성수면장애,2016년,경상북도,상주시,10대 미만,
F51,비기질성수면장애,2016년,경상북도,상주시,10대,
F51,비기질성수면장애,2016년,경상북도,상주시,20대,22
F51,비기질성수면장애,2016년,경상북도,상주시,30대,31
F51,비기질성수면장애,2016년,경상북도,상주시,40대,43
F51,비기질성수면장애,2016년,경상북도,상주시,50대,64
F51,비기질성수면장애,2016년,경상북도,상주시,60대,82
F51,비기질성수면장애,2016년,경상북도,상주시,70대,102
F51,비기질성수면장애,2016년,경상북도,상주시,80대 이상,77
F51,비기질성수면장애,2016년,경상북도,문경시,10대 미만,
F51,비기질성수면장애,2016년,경상북도,문경시,10대,
F51,비기질성수면장애,2016년,경상북도,문경시,20대,20
F51,비기질성수면장애,2016년,경상북도,문경시,30대,24
F51,비기질성수면장애,2016년,경상북도,문경시,40대,26
F51,비기질성수면장애,2016년,경상북도,문경시,50대,64
F51,비기질성수면장애,2016년,경상북도,문경시,60대,74
F51,비기질성수면장애,2016년,경상북도,문경시,70대,71
F51,비기질성수면장애,2016년,경상북도,문경시,80대 이상,44
F51,비기질성수면장애,2016년,경상북도,경산시,10대 미만,
F51,비기질성수면장애,2016년,경상북도,경산시,10대,12
F51,비기질성수면장애,2016년,경상북도,경산시,20대,116
F51,비기질성수면장애,2016년,경상북도,경산시,30대,194
F51,비기질성수면장애,2016년,경상북도,경산시,40대,243
F51,비기질성수면장애,2016년,경상북도,경산시,50대,429
F51,비기질성수면장애,2016년,경상북도,경산시,60대,449
F51,비기질성수면장애,2016년,경상북도,경산시,70대,388
F51,비기질성수면장애,2016년,경상북도,경산시,80대 이상,179
F51,비기질성수면장애,2016년,경상북도,군위군,10대,
F51,비기질성수면장애,2016년,경상북도,군위군,20대,7
F51,비기질성수면장애,2016년,경상북도,군위군,30대,6
F51,비기질성수면장애,2016년,경상북도,군위군,40대,12
F51,비기질성수면장애,2016년,경상북도,군위군,50대,35
F51,비기질성수면장애,2016년,경상북도,군위군,60대,52
F51,비기질성수면장애,2016년,경상북도,군위군,70대,66
F51,비기질성수면장애,2016년,경상북도,군위군,80대 이상,45
F51,비기질성수면장애,2016년,경상북도,의성군,10대,
F51,비기질성수면장애,2016년,경상북도,의성군,20대,8
F51,비기질성수면장애,2016년,경상북도,의성군,30대,16
F51,비기질성수면장애,2016년,경상북도,의성군,40대,18
F51,비기질성수면장애,2016년,경상북도,의성군,50대,55
F51,비기질성수면장애,2016년,경상북도,의성군,60대,81
F51,비기질성수면장애,2016년,경상북도,의성군,70대,127
F51,비기질성수면장애,2016년,경상북도,의성군,80대 이상,68
F51,비기질성수면장애,2016년,경상북도,청송군,20대,
F51,비기질성수면장애,2016년,경상북도,청송군,30대,7
F51,비기질성수면장애,2016년,경상북도,청송군,40대,19
F51,비기질성수면장애,2016년,경상북도,청송군,50대,43
F51,비기질성수면장애,2016년,경상북도,청송군,60대,34
F51,비기질성수면장애,2016년,경상북도,청송군,70대,34
F51,비기질성수면장애,2016년,경상북도,청송군,80대 이상,40
F51,비기질성수면장애,2016년,경상북도,영양군,10대,
F51,비기질성수면장애,2016년,경상북도,영양군,20대,
F51,비기질성수면장애,2016년,경상북도,영양군,30대,7
F51,비기질성수면장애,2016년,경상북도,영양군,40대,9
F51,비기질성수면장애,2016년,경상북도,영양군,50대,11
F51,비기질성수면장애,2016년,경상북도,영양군,60대,10
F51,비기질성수면장애,2016년,경상북도,영양군,70대,26
F51,비기질성수면장애,2016년,경상북도,영양군,80대 이상,17
F51,비기질성수면장애,2016년,경상북도,영덕군,10대,
F51,비기질성수면장애,2016년,경상북도,영덕군,20대,9
F51,비기질성수면장애,2016년,경상북도,영덕군,30대,17
F51,비기질성수면장애,2016년,경상북도,영덕군,40대,20
F51,비기질성수면장애,2016년,경상북도,영덕군,50대,48
F51,비기질성수면장애,2016년,경상북도,영덕군,60대,73
F51,비기질성수면장애,2016년,경상북도,영덕군,70대,61
F51,비기질성수면장애,2016년,경상북도,영덕군,80대 이상,41
F51,비기질성수면장애,2016년,경상북도,청도군,10대,
F51,비기질성수면장애,2016년,경상북도,청도군,20대,16
F51,비기질성수면장애,2016년,경상북도,청도군,30대,17
F51,비기질성수면장애,2016년,경상북도,청도군,40대,34
F51,비기질성수면장애,2016년,경상북도,청도군,50대,60
F51,비기질성수면장애,2016년,경상북도,청도군,60대,88
F51,비기질성수면장애,2016년,경상북도,청도군,70대,92
F51,비기질성수면장애,2016년,경상북도,청도군,80대 이상,59
F51,비기질성수면장애,2016년,경상북도,고령군,20대,8
F51,비기질성수면장애,2016년,경상북도,고령군,30대,9
F51,비기질성수면장애,2016년,경상북도,고령군,40대,24
F51,비기질성수면장애,2016년,경상북도,고령군,50대,43
F51,비기질성수면장애,2016년,경상북도,고령군,60대,58
F51,비기질성수면장애,2016년,경상북도,고령군,70대,61
F51,비기질성수면장애,2016년,경상북도,고령군,80대 이상,39
F51,비기질성수면장애,2016년,경상북도,성주군,10대,
F51,비기질성수면장애,2016년,경상북도,성주군,20대,19
F51,비기질성수면장애,2016년,경상북도,성주군,30대,18
F51,비기질성수면장애,2016년,경상북도,성주군,40대,20
F51,비기질성수면장애,2016년,경상북도,성주군,50대,41
F51,비기질성수면장애,2016년,경상북도,성주군,60대,52
F51,비기질성수면장애,2016년,경상북도,성주군,70대,48
F51,비기질성수면장애,2016년,경상북도,성주군,80대 이상,36
F51,비기질성수면장애,2016년,경상북도,칠곡군,10대 미만,
F51,비기질성수면장애,2016년,경상북도,칠곡군,10대,5
F51,비기질성수면장애,2016년,경상북도,칠곡군,20대,32
F51,비기질성수면장애,2016년,경상북도,칠곡군,30대,91
F51,비기질성수면장애,2016년,경상북도,칠곡군,40대,105
F51,비기질성수면장애,2016년,경상북도,칠곡군,50대,117
F51,비기질성수면장애,2016년,경상북도,칠곡군,60대,110
F51,비기질성수면장애,2016년,경상북도,칠곡군,70대,112
F51,비기질성수면장애,2016년,경상북도,칠곡군,80대 이상,64
F51,비기질성수면장애,2016년,경상북도,예천군,10대,
F51,비기질성수면장애,2016년,경상북도,예천군,20대,5
F51,비기질성수면장애,2016년,경상북도,예천군,30대,20
F51,비기질성수면장애,2016년,경상북도,예천군,40대,22
F51,비기질성수면장애,2016년,경상북도,예천군,50대,43
F51,비기질성수면장애,2016년,경상북도,예천군,60대,69
F51,비기질성수면장애,2016년,경상북도,예천군,70대,76
F51,비기질성수면장애,2016년,경상북도,예천군,80대 이상,63
F51,비기질성수면장애,2016년,경상북도,봉화군,10대,
F51,비기질성수면장애,2016년,경상북도,봉화군,20대,
F51,비기질성수면장애,2016년,경상북도,봉화군,30대,7
F51,비기질성수면장애,2016년,경상북도,봉화군,40대,22
F51,비기질성수면장애,2016년,경상북도,봉화군,50대,26
F51,비기질성수면장애,2016년,경상북도,봉화군,60대,49
F51,비기질성수면장애,2016년,경상북도,봉화군,70대,54
F51,비기질성수면장애,2016년,경상북도,봉화군,80대 이상,34
F51,비기질성수면장애,2016년,경상북도,울진군,10대 미만,
F51,비기질성수면장애,2016년,경상북도,울진군,20대,16
F51,비기질성수면장애,2016년,경상북도,울진군,30대,28
F51,비기질성수면장애,2016년,경상북도,울진군,40대,43
F51,비기질성수면장애,2016년,경상북도,울진군,50대,89
F51,비기질성수면장애,2016년,경상북도,울진군,60대,60
F51,비기질성수면장애,2016년,경상북도,울진군,70대,83
F51,비기질성수면장애,2016년,경상북도,울진군,80대 이상,37
F51,비기질성수면장애,2016년,경상북도,울릉군,20대,5
F51,비기질성수면장애,2016년,경상북도,울릉군,30대,11
F51,비기질성수면장애,2016년,경상북도,울릉군,40대,15
F51,비기질성수면장애,2016년,경상북도,울릉군,50대,15
F51,비기질성수면장애,2016년,경상북도,울릉군,60대,20
F51,비기질성수면장애,2016년,경상북도,울릉군,70대,13
F51,비기질성수면장애,2016년,경상북도,울릉군,80대 이상,6
F51,비기질성수면장애,2016년,경상남도,창원시,40대,
F51,비기질성수면장애,2016년,경상남도,창원시,60대,
F51,비기질성수면장애,2016년,경상남도,창원시 의창구,10대 미만,6
F51,비기질성수면장애,2016년,경상남도,창원시 의창구,10대,22
F51,비기질성수면장애,2016년,경상남도,창원시 의창구,20대,102
F51,비기질성수면장애,2016년,경상남도,창원시 의창구,30대,199
F51,비기질성수면장애,2016년,경상남도,창원시 의창구,40대,278
F51,비기질성수면장애,2016년,경상남도,창원시 의창구,50대,436
